date,EPA_PM2.5,EPA_PM10,EPA_NO2,12_PM2.5,12_PM10,12_NO2,35_PM2.5,35_PM10,35_NO2,36_PM2.5,36_PM10,36_NO2,43_PM2.5,43_PM10,43_NO2,54_PM2.5,54_PM10,54_NO2
2023-05-04T00:00:00+0000,7.98,15.31,7.65,10,10,15.96054615,31.33333333,33,19.64865682,3.666666667,3.666666667,14.75937709,5.333333333,5.333333333,17.83541409,7.333333333,7.333333333,19.18458014
2023-05-04T01:00:00+0000,9.52,16.58,6.14,10,10,16.00096403,34.33333333,42,19.69473487,6,6,14.46699066,6.333333333,6.333333333,17.88033843,10.66666667,10.66666667,19.23956735
2023-05-04T02:00:00+0000,10.87,17.75,5.62,9.5,9.5,16.0284804,43,47.66666667,19.99029499,8.333333333,8.333333333,14.66653127,9,9,18.13194931,13.66666667,13.66666667,19.49789536
2023-05-04T03:00:00+0000,12.68,21.58,7.79,16,16,16.29250411,34,38,20.30774815,11,11,15.08548977,12.33333333,12.33333333,18.4288099,17.66666667,17.66666667,19.81110245
2023-05-04T04:00:00+0000,11.77,20.39,14.32,12.5,12.5,16.73855044,36.66666667,39.66666667,20.61170094,10.66666667,10.66666667,15.66802246,9.333333333,9.333333333,18.70009319,13.66666667,13.66666667,20.17513038
2023-05-04T05:00:00+0000,11.45,20.68,26.17,11,11,16.98764192,41.33333333,43,20.44852627,9.5,9.5,16.30565481,8.333333333,8.333333333,18.6805519,14,14,20.0358644
2023-05-04T06:00:00+0000,13.63,30.99,59.63,11.5,11.5,20.5157276,40.66666667,43.33333333,21.87644182,9,9,19.98478221,9.666666667,9.666666667,18.6648756,13.33333333,13.33333333,19.84829081
2023-05-04T07:00:00+0000,15.74,49.16,55.66,10,10,19.96209296,53.66666667,56,21.30982424,10,10,19.58265259,6,6,18.42187073,12,12,19.48814476
2023-05-04T08:00:00+0000,14.52,36.01,45.24,11.5,11.5,19.32592574,50.66666667,57,20.79499074,8.666666667,8.666666667,19.19776588,11,11,18.15413384,12.66666667,12.66666667,19.0784982
2023-05-04T09:00:00+0000,17.28,40.66,37.90,20,20,18.93677866,40,48.66666667,20.75075185,10,10,19.02240669,10,10,18.09034297,14.33333333,14.33333333,18.91833459
2023-05-04T10:00:00+0000,22.66,50.10,40.34,19.5,20,18.22237969,50,55.66666667,20.08940297,16.66666667,16.66666667,18.66490859,16,16,17.91220388,21.66666667,23.33333333,18.56197273
2023-05-04T11:00:00+0000,23.59,56.00,31.03,21,21,17.32949929,35,42.33333333,20.11418899,19.66666667,19.66666667,18.19683422,17,17,17.6369728,21.33333333,21.66666667,18.07996876
2023-05-04T12:00:00+0000,24.13,54.49,40.84,20.66666667,20.66666667,18.01632565,50.5,57.5,20.64167883,19,19,18.54498588,18,18,17.95639779,22.66666667,23.66666667,18.47259901
2023-05-04T13:00:00+0000,25.97,68.67,33.30,18.5,18.5,17.88204422,44.66666667,52.33333333,20.21952463,19.33333333,19.33333333,18.40788954,19,19,17.94540862,22,22.33333333,18.42467314
2023-05-04T14:00:00+0000,27.15,70.21,39.18,21.66666667,22,16.77869499,26.66666667,34,19.30892157,21.33333333,21.33333333,17.55098803,18,18.33333333,17.25709602,22,23,17.4223719
2023-05-04T15:00:00+0000,28.09,68.30,51.03,,,16.97004953,26.66666667,35.33333333,19.40380447,20.66666667,21.66666667,17.32805764,19.5,19.5,17.14002791,24.66666667,25.66666667,17.26621835
2023-05-04T16:00:00+0000,27.91,62.12,33.69,23,23.66666667,17.49186026,90,100,19.81499563,20.33333333,20.66666667,17.93630718,21,21.66666667,17.67222634,23.66666667,24,17.77760649
2023-05-04T17:00:00+0000,26.16,55.97,37.95,,,18.13382429,36.66666667,44.66666667,20.50296846,18.66666667,18.66666667,18.34553541,17.66666667,17.66666667,18.00404731,23.66666667,25,18.2636369
2023-05-04T18:00:00+0000,23.76,44.14,33.28,22.66666667,24,18.88866915,34.33333333,38.66666667,21.25644061,15.66666667,15.66666667,18.94761259,15.66666667,15.66666667,18.32511281,21.33333333,21.66666667,18.83891513
2023-05-04T19:00:00+0000,20.46,33.77,58.42,,,18.96552425,38,40,20.91856547,18.66666667,18.66666667,19.27560327,18.66666667,18.66666667,18.40791233,25.33333333,26,19.25071037
2023-05-04T20:00:00+0000,18.72,29.07,70.37,18.33333333,18.33333333,18.42949197,28.66666667,33.33333333,20.22977399,16.5,16.5,19.15939782,12.66666667,12.66666667,18.35202364,19.66666667,19.66666667,19.22340235
2023-05-04T21:00:00+0000,20.18,36.87,53.51,,,17.95438946,37,43,20.0039918,13.66666667,13.66666667,19.17772169,11.66666667,11.66666667,18.43248298,15.66666667,15.66666667,19.27840625
2023-05-04T22:00:00+0000,18.74,30.03,45.21,19.33333333,19.33333333,17.60730358,34.33333333,38.66666667,20.09241827,16.66666667,16.66666667,19.37690987,13.5,13.5,18.64441209,24.33333333,25,19.51802208
2023-05-04T23:00:00+0000,11.04,15.86,9.11,,,17.50900914,34,37,19.82730822,13,13,19.24508561,11.66666667,11.66666667,18.47057045,13.33333333,13.33333333,19.40187219
2023-05-05T00:00:00+0000,5.87,10.13,5.46,0,0,17.41248807,24.66666667,26.66666667,19.58145137,1.333333333,1.333333333,19.28900325,1.666666667,1.666666667,18.40572555,0.666666667,0.666666667,19.45705665
2023-05-05T01:00:00+0000,4.66,8.66,4.60,,,17.31479773,21.66666667,25,19.36475141,0,0,19.36967917,0,0,18.39044892,2,2,19.49874092
2023-05-05T02:00:00+0000,0.73,1.88,5.88,0,0,16.89634529,18.66666667,22,18.62537794,0,0,19.07977788,0,0,18.19536163,0,0,19.28898161
2023-05-05T03:00:00+0000,0.41,0.79,5.05,0,0,16.78648996,14.33333333,14.33333333,19.24864724,0,0,18.96133107,0,0,18.14039646,0,0,19.15999635
2023-05-05T04:00:00+0000,0.76,1.55,5.97,0,0,16.61666406,30.33333333,34.33333333,19.75865973,0,0,19.06108683,0,0,18.19478945,0,0,19.26271367
2023-05-05T05:00:00+0000,0.97,1.71,5.00,0,0,16.58216165,19.66666667,20,19.76265686,0,0,19.2358631,0,0,18.56600676,0,0,19.45140911
2023-05-05T06:00:00+0000,1.21,3.69,12.29,0,0,15.71552366,23.33333333,25.66666667,18.58170357,0,0,17.42144356,0,0,20.13482807,0,0,11.11374269
2023-05-05T07:00:00+0000,1.72,5.24,28.31,0,0,15.69657099,21.5,26.5,18.2094173,0,0,16.61374799,0,0,19.94743384,0,0,10.23444548
2023-05-05T08:00:00+0000,2.44,9.49,36.96,0,0.666666667,14.13714182,14,15.33333333,15.02260222,0,0,14.02715765,0,0,18.73152718,0,0,9.634486689
2023-05-05T09:00:00+0000,3.75,16.33,15.91,0,3.666666667,13.10385493,24.66666667,27.33333333,15.08074389,0,0,12.30367968,0,2.333333333,20.71530751,0,1.333333333,8.36383232
2023-05-05T10:00:00+0000,3.08,8.17,9.17,0,6.333333333,13.34484709,41,51.33333333,15.20395983,0,2.5,10.93084847,0,4,19.12125401,0,3.5,9.8040127
2023-05-05T11:00:00+0000,3.40,9.71,10.09,0,7.5,13.54767792,76.66666667,80.33333333,15.75174321,0,4.666666667,10.09281693,0,6.666666667,17.47460375,0,5.333333333,9.305687381
2023-05-05T12:00:00+0000,11.61,51.35,21.66,1.333333333,9,14.66673722,25,30,17.74147472,2,4.666666667,11.15894329,0.666666667,6.666666667,16.95015628,1.666666667,8.666666667,8.858366392
2023-05-05T13:00:00+0000,13.08,48.93,19.52,1.333333333,6,14.98388774,36.33333333,45.33333333,17.98296569,1.666666667,1.666666667,11.77437991,2.333333333,4.666666667,17.52445265,1,5.666666667,7.516097076
2023-05-05T14:00:00+0000,14.34,53.09,23.17,1.666666667,5.666666667,14.65015074,32.33333333,41.33333333,17.58783526,2.333333333,3.333333333,10.80503096,2.5,6,17.46415727,2,6,6.896089954
2023-05-05T15:00:00+0000,13.22,46.28,22.49,1.666666667,5.666666667,14.4798683,28,36,17.03555432,3,3.333333333,11.79172161,2.666666667,5,17.64763701,2,5,5.355923009
2023-05-05T16:00:00+0000,6.29,19.74,16.06,0.333333333,3.666666667,14.00225008,31,39,15.64915776,0.333333333,2,9.936262593,0.333333333,4.333333333,16.70108429,1,3,5.925867697
2023-05-05T17:00:00+0000,4.10,11.37,10.07,0.333333333,6.666666667,13.97967377,33.33333333,38,15.11275053,1,4.666666667,8.932755141,0.333333333,5.333333333,15.92066239,0,3.666666667,5.378835715
2023-05-05T18:00:00+0000,3.65,7.38,8.36,0,6.333333333,13.90512633,22.33333333,24.33333333,15.53245277,0.666666667,5.333333333,8.964318845,0,5.666666667,15.98875791,0,6,3.359538307
2023-05-05T19:00:00+0000,3.49,6.30,6.68,0,7.666666667,13.79378157,46.33333333,50,17.17885523,0.333333333,6.333333333,10.35649183,0,6.666666667,16.4013786,0,7,0.522327261
2023-05-05T20:00:00+0000,3.87,6.32,6.69,0,7,14.11696112,31.66666667,34,18.34001407,0.666666667,4.666666667,12.53051498,0,5.666666667,17.7183009,0.333333333,6.333333333,1.161722041
2023-05-05T21:00:00+0000,4.61,9.30,13.45,1,7,15.15109404,37,39,18.99518724,0.666666667,2,15.00422125,1,4.5,18.22232953,1,6,2.906019192
2023-05-05T22:00:00+0000,5.48,10.65,16.98,,,16.43705922,37,41,19.26174775,0,0,16.63086817,0.666666667,1.666666667,18.55964227,2,3.666666667,5.538241652
2023-05-05T23:00:00+0000,5.80,10.37,26.49,0.666666667,0.666666667,16.62004124,47,50,18.9993033,0,0,17.1049125,0,0,18.82750242,0.666666667,0.666666667,7.004958284
2023-05-06T00:00:00+0000,5.10,9.82,11.98,,,16.85768351,50,52,18.79374447,0,0,17.45269859,0.333333333,0.333333333,18.88794388,0.333333333,0.333333333,7.329978869
2023-05-06T01:00:00+0000,4.11,7.59,9.31,0,0,17.20409314,40.33333333,44.33333333,18.67432202,0,0,17.87051141,0,0,19.19395455,0,0,7.560243509
2023-05-06T02:00:00+0000,4.66,9.44,14.30,,,17.67963507,38.66666667,41.66666667,18.64908708,0,0,18.28657139,0,0,19.27017983,0.666666667,0.666666667,8.378623245
2023-05-06T03:00:00+0000,4.95,9.13,18.32,0,0,17.81641464,39,39.33333333,18.38804885,0,0,18.27643693,0,0,19.12736142,0.333333333,0.333333333,8.870974428
2023-05-06T04:00:00+0000,4.52,7.59,4.17,,,17.59677583,38.33333333,45.33333333,18.25284299,0,0,18.03114044,0,0,18.56801387,0,0,8.690728478
2023-05-06T05:00:00+0000,4.76,8.80,9.57,0,0,17.93249684,46.33333333,50.66666667,18.60807459,0,0,18.24281486,0,0,18.04488734,0,0,10.44487272
2023-05-06T06:00:00+0000,5.90,13.63,13.37,,,17.14961481,37.66666667,44.33333333,15.8802313,0,0,16.56864194,0,0,16.22574806,0,0,16.69463896
2023-05-06T07:00:00+0000,7.51,17.68,10.20,0,0,16.32510328,36,46,15.32290624,0,0,15.93460505,0,0,16.29964585,1,1,16.33371681
2023-05-06T08:00:00+0000,6.26,14.29,12.60,0,0,15.98630777,24.66666667,29.66666667,15.27759156,0,0,15.36296734,0,0,16.3766636,0.333333333,0.333333333,16.03040179
2023-05-06T09:00:00+0000,7.14,18.95,17.37,2.666666667,2.666666667,15.73187502,29.66666667,38.66666667,15.16903364,0,0,14.4557453,1.666666667,1.666666667,16.07226645,2.333333333,2.666666667,15.78112776
2023-05-06T10:00:00+0000,8.35,17.64,15.59,3,3.5,15.84431166,37,45.5,16.38750727,0.666666667,0.666666667,14.73310265,2,2.333333333,15.41146763,2.666666667,3,15.76902276
2023-05-06T11:00:00+0000,8.66,15.35,16.26,2,2.333333333,15.79241006,31.33333333,40.66666667,15.89273,1.333333333,1.333333333,14.41532948,2.333333333,2.333333333,15.76276772,3,3.333333333,15.70651915
2023-05-06T12:00:00+0000,5.75,11.85,12.88,1.666666667,2,15.58472682,23.33333333,29.66666667,15.69197943,0,0,14.07030239,0.666666667,0.666666667,15.23234848,1.666666667,1.666666667,15.57713474
2023-05-06T13:00:00+0000,5.68,10.05,10.19,1.333333333,3,15.38676191,29.66666667,37.66666667,15.73512116,0.333333333,0.333333333,13.59538826,1,3,15.11208356,0.666666667,1.666666667,15.45939342
2023-05-06T14:00:00+0000,6.82,12.43,11.16,1.333333333,5,14.80559621,34,46.33333333,15.96855738,1,1,13.04092522,1,5,15.29921175,1.5,4,15.09952668
2023-05-06T15:00:00+0000,7.18,12.84,11.22,0.666666667,2.666666667,14.9461893,27.33333333,33.33333333,15.13907605,1.666666667,1.666666667,13.04332968,2,6.333333333,17.00642843,2.333333333,6.333333333,15.04273311
2023-05-06T16:00:00+0000,6.17,10.22,7.67,0.666666667,3.333333333,15.21496724,28.33333333,35.33333333,16.17988743,1.333333333,1.333333333,13.57471458,1,3.666666667,15.17757333,1.666666667,2.666666667,15.00610438
2023-05-06T17:00:00+0000,7.02,12.14,9.07,2,6,15.29231463,32.66666667,38.66666667,16.41094427,1.333333333,1.333333333,13.62183198,1,3,14.9032599,2,4,15.12750068
2023-05-06T18:00:00+0000,7.79,12.00,12.00,3,3.666666667,15.72750034,32,39.66666667,16.9471855,0.666666667,0.666666667,14.63634188,1.666666667,2.666666667,15.35333602,4.333333333,4.666666667,15.53361654
2023-05-06T19:00:00+0000,9.21,13.35,16.02,3.666666667,3.666666667,15.97420677,40.5,41,16.61019861,0,0,14.642397,1.333333333,1.333333333,15.35060932,4,4,15.7175726
2023-05-06T20:00:00+0000,10.45,15.21,22.74,3.5,3.5,16.15342804,40.33333333,42,16.12043076,1.333333333,1.333333333,14.62750048,3,3,15.16093978,4.666666667,4.666666667,15.87456288
2023-05-06T21:00:00+0000,9.29,11.35,19.91,1,1,16.20641572,36.66666667,45,15.69479475,4.333333333,4.333333333,14.52006866,1.666666667,1.666666667,15.13520882,3.666666667,3.666666667,15.8360336
2023-05-06T22:00:00+0000,8.88,13.37,33.49,2,2,16.32513347,42.66666667,45.66666667,17.08103962,0.666666667,0.666666667,15.81370277,4,4,14.86596911,5.666666667,5.666666667,16.07577169
2023-05-06T23:00:00+0000,7.68,11.65,31.48,4.5,4.5,16.83234958,45,49.66666667,16.50794825,0.666666667,0.666666667,15.77775072,0.666666667,0.666666667,15.2558321,3,3,16.45553024
2023-05-07T00:00:00+0000,5.08,7.16,10.05,,,16.56401471,51,61,15.44253086,0,0,14.8059441,0,0,16.75172384,0,0,16.1381032
2023-05-07T01:00:00+0000,5.59,7.71,9.43,0,0,16.39065365,48.66666667,57.66666667,15.9608413,0,0,14.82756124,0,0,18.24864729,1,1,16.01880504
2023-05-07T02:00:00+0000,4.53,6.32,5.61,0,0,16.38810028,38.66666667,44,16.00350125,0,0,14.80872744,0,0,19.19440442,0,0,15.97762703
2023-05-07T03:00:00+0000,3.65,5.23,6.81,,,16.32962406,18.33333333,20.66666667,16.34373978,0,0,15.15223054,0.333333333,0.333333333,18.99215411,0.333333333,0.333333333,15.83170385
2023-05-07T04:00:00+0000,3.68,5.64,11.31,1,1,16.42068245,43.5,46,17.09187585,0,0,15.75957161,1,2,18.85588619,1.333333333,2,15.99517897
2023-05-07T05:00:00+0000,4.18,7.63,14.91,0.5,0.5,16.25757653,52.66666667,58.66666667,16.90410563,0,0,15.94566226,0.666666667,0.666666667,17.52339769,1,1,16.12109415
2023-05-07T06:00:00+0000,4.37,10.61,22.54,0,0,15.07405681,66.66666667,79.33333333,13.8773214,0,0,14.68899487,0,0,15.84458003,0,0,15.33571003
2023-05-07T07:00:00+0000,4.09,8.80,15.58,0,0,14.56853256,53.33333333,67.66666667,10.57279178,0,0,13.5902271,0.333333333,0.333333333,22.43499448,0.333333333,0.333333333,15.31141866
2023-05-07T08:00:00+0000,3.41,6.93,9.44,0,0,14.42695058,2,3.333333333,11.12269238,0,0,12.94377403,1,3.333333333,25.69279428,2,2.666666667,14.90712082
2023-05-07T09:00:00+0000,6.86,23.99,23.45,2.333333333,5.666666667,13.43619961,7.333333333,9.666666667,8.65289118,2,2.666666667,12.35121121,3.333333333,5.333333333,26.71070752,2.666666667,4,14.42439223
2023-05-07T10:00:00+0000,5.03,15.27,9.60,0.666666667,8.333333333,13.2775011,0,6,12.70862631,1,4,11.98649617,1,6.333333333,20.07395132,1,5,14.25524304
2023-05-07T11:00:00+0000,5.15,15.15,7.33,0.666666667,8.666666667,13.37119357,32.66666667,36,14.68411018,1,5.666666667,11.60171478,1.333333333,8.333333333,17.62833791,0.666666667,6.333333333,13.91514691
2023-05-07T12:00:00+0000,10.69,51.43,12.38,2.666666667,9.666666667,14.07393073,9.333333333,13.33333333,16.61453079,5.333333333,8.333333333,11.03419283,3,8.5,15.50594613,3.666666667,9,14.02408862
2023-05-07T13:00:00+0000,5.60,15.05,9.95,1,6.666666667,14.0739619,0,4,14.59156002,1.666666667,5.333333333,10.69024089,1.333333333,6.666666667,16.62695014,1.333333333,7.333333333,13.77271293
2023-05-07T14:00:00+0000,3.35,6.74,10.46,0.333333333,8,13.95151672,12.33333333,16.33333333,15.39626039,0.666666667,7,10.70657088,0.333333333,6.333333333,15.04793435,0.666666667,7,13.67093347
2023-05-07T15:00:00+0000,3.08,5.86,11.05,0.333333333,9.333333333,13.61673451,68.33333333,68.33333333,14.66351536,1,7.333333333,9.650354087,0,8.666666667,16.8358795,0.666666667,8.333333333,13.04641608
2023-05-07T16:00:00+0000,6.33,12.38,7.94,1,8.333333333,15.09546399,50,58.33333333,18.65435884,2,5.5,11.96517406,0.666666667,6,16.29937243,2.333333333,8,13.79798354
2023-05-07T17:00:00+0000,3.63,6.56,11.20,1,8,14.76574737,39,45.33333333,16.87597411,0.666666667,5.333333333,11.86066824,0.666666667,5.666666667,17.76290593,1.333333333,6.666666667,13.67024992
2023-05-07T18:00:00+0000,7.37,16.38,8.51,3,8,15.05418549,39.66666667,50,19.91587973,2.333333333,2.666666667,13.58619717,1.666666667,4.666666667,19.53094592,1.666666667,6,14.20043943
2023-05-07T19:00:00+0000,4.18,8.24,6.72,0.666666667,4.666666667,14.7905682,16,17,17.25489598,1,1,13.21237831,0,2.5,23.47480328,0.5,3.5,14.28729027
2023-05-07T20:00:00+0000,3.79,6.73,6.35,1,4.666666667,14.60166731,20.33333333,22.33333333,17.17830341,1.333333333,1.666666667,13.76192884,0.333333333,3.333333333,24.89447701,1.333333333,4,14.39985069
2023-05-07T21:00:00+0000,3.57,6.24,4.91,0.666666667,3.666666667,14.60658097,37.33333333,43.33333333,16.3919246,0,0,13.9956944,1,3,25.44748996,1,3,14.54334275
2023-05-07T22:00:00+0000,3.83,7.22,5.25,2,5,14.95776211,30,38,17.1751176,0,0,14.59080284,0.333333333,1.333333333,25.63036897,1.333333333,2.666666667,14.82497058
2023-05-07T23:00:00+0000,4.14,6.99,5.24,,,15.32976878,23.33333333,27.33333333,16.95652864,0,0,14.83767891,0,0,25.86985491,0.666666667,0.666666667,15.15478593
2023-05-08T00:00:00+0000,1.97,5.31,2.52,0,0,15.19845001,24.66666667,30.66666667,15.26689984,0,0,14.79250667,0,0,26.35604053,0,0,15.21480458
2023-05-08T01:00:00+0000,1.56,5.70,3.64,0,0,14.41503049,39.33333333,47.33333333,14.16045484,0,0,14.960848,0,0,26.71612922,0,0,15.02090323
2023-05-08T02:00:00+0000,2.57,9.26,4.15,0,0,14.50151526,34.33333333,40,14.07638434,0,0,15.12394917,0,0,27.27206206,0,0,15.29881397
2023-05-08T03:00:00+0000,2.57,9.33,2.22,0,0,15.14781284,37,40.33333333,14.16036575,0,0,15.44596337,0,0,27.09718194,0,0,15.59439251
2023-05-08T04:00:00+0000,2.86,9.50,4.61,0,0,15.30037851,33,36.33333333,13.11290804,0,0,15.78734502,0,0,27.46008294,0,0,15.71266681
2023-05-08T05:00:00+0000,1.10,3.37,8.10,0,0,15.08978257,34,105,11.62388855,0,0,16.44342062,0,0,28.4071949,0,0,15.72567798
2023-05-08T06:00:00+0000,1.85,5.39,11.82,0,0,17.54236933,19,29.5,14.90706032,0,0,18.41646358,0,0,26.38063561,0,0,18.25715305
2023-05-08T07:00:00+0000,0.54,1.68,15.18,0,0,16.69025906,10.66666667,13.33333333,14.47363157,0,0,18.48105509,0,0,26.83955411,0,0,18.25067349
2023-05-08T08:00:00+0000,0.55,2.35,13.41,0,0,16.01765479,13.66666667,18,13.81310771,0,0,18.29210498,0,0,27.62027034,0,0,17.92819217
2023-05-08T09:00:00+0000,0.88,3.19,8.29,0,0,16.09986912,23,26.33333333,14.57570968,0,0,17.89933883,0,0,27.65991546,0,0,17.42973458
2023-05-08T10:00:00+0000,1.39,5.31,7.91,0,0.333333333,15.7974261,20,25,14.23169487,0,0,16.87977467,0,0.333333333,27.35986862,0,0,16.87887109
2023-05-08T11:00:00+0000,2.17,7.00,13.18,0,1.333333333,15.79323051,18.33333333,25,15.04501846,0,0,16.6426424,0,0,27.28617537,0,0,16.80090668
2023-05-08T12:00:00+0000,2.37,6.45,14.45,0.333333333,2.666666667,15.23295515,10.66666667,12,14.84344315,0,0,16.20152241,0,1.333333333,28.10174335,0.333333333,1.333333333,16.53854175
2023-05-08T13:00:00+0000,2.88,8.50,14.17,0,4.333333333,14.53116888,33.66666667,35,13.52857232,0,4.666666667,15.16992139,0,4.333333333,29.05719559,0,4.333333333,15.80112164
2023-05-08T14:00:00+0000,2.72,8.27,9.40,0,8.333333333,14.75832237,107,107,15.53265993,0,6.333333333,14.40603064,0,7.333333333,28.36069955,0,8,15.02200904
